爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676454663,436814680,1006004357,550532631,一个视频了解成男全员！崩坏星穹铁道成男大赏,阿嗲很夸张,1676283300,1676276192,450,"铁道的成男好多好香，年下年上甜系盐系犬系猫系草系肉系啥口味都有！
我眼睛都要看花辣~~~~！
PS：爷自己也很帅啊！

——————————
感谢超想吃番茄、快乐肥宅小华、暴走的晓楼、达达利鸭永别冬都帮忙提供素材~",手机游戏,172,12,手机游戏;崩坏：星穹铁道;丹恒;杰帕德;瓦尔特;刃;罗刹;米哈游;桑博;景元;星穹铁道跃迁特别计划;《崩坏：星穹铁道》跃迁特别计划,3007;21744669;22068120;22379154;45936;57401;159677;1615271;2485694;8296864;34616048;35021200,832,1196,0,2291,0,10018,663,2263,122412,1,0,无,无,无
1676454669,394205377,1002032021,695637594,不交车辆供暖费，再多的车也白费,海哥侃车,1676171100,1676031218,97,交车只是服务的开始，能帮客户处理后续所有费用才是销冠该做的,搞笑,138,6,汽车;卧龙凤雏;汽车知识;供暖费;搞笑新星训练营;搞笑研究所2023,13760;324111;1645453;5602492;22640096;35027528,2264,151,0,1320,0,38866,419,1127,450229,1,0,无,无,无
1676454676,524312348,1006286818,276270790,“来沈阳，陪你过情人节嗷！”,墨阿鸣,1676291457,1676291457,177,"这次是情人节限定版，所以嗦时长很给力。
最后一段旋律自己改的，如何评价？",人力VOCALOID,126,9,鬼畜;人力VOCALOID;鬼畜调教;东百往事;情人节;虎哥;刀哥;杀马特团长;鬼畜星探企划,68;26180;497221;10954489;16869;179254;44353;2602980;16637150,2007,125,0,1581,0,7514,284,2644,111630,1,0,无,无,无
1676454681,351781051,1007293027,5608325,【蕾姆花滑】请留下吧 或者带我走,-猫猫冰-,1676369081,1676358203,63,“如果真爱有颜色，那一定是蓝色。”,舞蹈综合,154,10,舞蹈;花样滑冰;原创;动漫;二次元;RE：从零开始的异世界生活;蕾姆;Cosplay;歌舞打卡挑战;情人节用舞蹈定义心动,376;4083;536;1394;1907;1581913;1671408;2521237;31813197;35061075,1507,147,0,1444,0,8946,348,303,66406,1,1,蕾姆手办,,蕾姆手办
1676454686,651658325,1003333731,631070414,大 貔 貅,折原露露,1676110710,1676110710,87,"你们要的大貔貅来了
正不正宗啊这貔貅",翻唱,31,7,虚拟UP主;翻唱;折原露露;弔歌;大貔貅;虚拟主播;虚拟新春之音,4429874;386;16373645;29327670;34329974;3565032;33662084,5247,426,0,6569,0,57167,846,1963,446673,1,0,无,无,无
1676454696,991545026,1000119298,1337632679,铁板四拼豆腐，终于攻破了，嘎嘎香,风风的小摊,1675931092,1675931092,487,-,美食侦探,212,6,美食;街头美食;豆腐;分享新年开工后的美食;路边摊;天南海北家乡味,20215;1139423;7620;34722453;1138007;33105243,828,333,0,1144,0,28640,175,187,1270309,1,0,无,无,无
1676454701,609146017,1001702795,1869712375,你们村里有树哥吗？,山城小栗旬的理发日记,1676016823,1676016823,323,过年回村vlog～,美妆护肤,157,9,vlog;种草vlog;树哥;朴实;过年;村里;正月剪头发;新年快乐，好久不见！;记录我的春节碎片,2511282;10822108;224804;33260;145089;3437089;9854155;33365341;33381853,3293,510,0,743,0,38628,335,106,361019,1,0,无,无,无
1676454707,566651806,1003305299,20546476,强哥：什么档次，跟我吃一样的猪脚面？,元气八眉菌,1676110733,1676110733,482,"隆江猪脚面，真的名不虚传
即使是家里做的山寨版的也很好吃！！
猪脚卤汤拌的猪脚饭也超级好吃！！
大家收藏起来试试看，详细文字食谱视频最后有～",美食制作,76,11,美食;美食教程;美食侦探;吃货;厨艺;家常菜;小吃;街头美食;高启强;狂飙;天南海北家乡味,20215;370803;660189;6942;239855;94337;56406;1139423;29755462;20496;33105243,19697,1955,0,8883,0,36998,697,3853,657805,1,0,无,无,无
1676454717,651744586,1004331718,504648459,一道素菜凭什么热销北方炒菜馆？今天教你个小秘诀！干炸蘑菇～,安秋金,1676175813,1676175813,149,,美食制作,76,8,美食;蘑菇;美食制作;美食教程;食谱;厨艺;家常菜;天南海北家乡味,20215;702;562935;370803;355636;239855;94337;33105243,2180,197,0,10579,0,39717,423,1120,407910,1,0,无,无,无
1676454722,694160626,1001933802,1445961753,超级自信地！！！在漫展上跳了《 可愛くてごめん》配歌词版,暗猫缈缈,1676026560,1676026560,155,属于是本色出演了,宅舞,20,6,宅舞;舞蹈;漫展;现场;可愛;今年定要闪闪发光,9500;376;22551;7992;1775991;34905513,4279,129,0,6056,0,28205,216,1066,560212,1,0,是这个小姐姐,,是这个小姐姐
1676454728,481693126,1003828920,446430908,夜深人静！来一块香喷喷的大棒骨吧！【小傲想吃饭5#】,小傲想睡觉,1676133000,1676133000,99,"感谢大家喜欢《小傲想吃饭》这个系列，
这个系列未来会采用竖屏+短视频的风格。
当然大部分还是会发正常的视频，
请大家多多支持！",美食制作,76,11,美食;美食制作;厨艺;搞笑;家常菜;料理制作;深夜食堂;美食vlog;分享新年开工后的美食;小潮team;天南海北家乡味,20215;562935;239855;1833;94337;1150301;114427;2701815;34722453;8139494;33105243,22579,3057,0,12810,39,147206,4681,1684,849124,1,0,无,无,无
1676454739,609304910,1007493096,383062201,《战壕里的烂笑话5.0——传奇》,红白真的啥也没看见啊,1676362238,1676362238,166,"首先，本视频内容均为虚构，如有雷同，则算当事人倒霉。
其次，这一集之后我就真的需要休整一下并且准备开学了，所以会有一段时间没法更新（我已经好几天晚上睡不着觉了）。这突如其来的流量对我的冲击实在是有点大。我时常在想自己是不是只是一时好运，但是这种思考一般都是没有结果的。所以未来我会尽力完善这个系列，也会做其他内容。
最后，很抱歉这个视频的画面并没有什么实际的提升，这段时间实在是太忙了导致我没什么剩余的精力去增进画面，请期待日后的更新。",人文历史,228,8,人文;战争;德国;历史;一战;cheems;笑话;地狱笑话,40737;3158;310;221;61835;16541748;8509;21228602,1885,149,0,1319,0,7186,390,264,70700,1,0,无,无,无
1676454742,906653485,1001837984,1906960205,当开锁的遇上卖锁的,岛城三人行,1676024136,1676024136,80,,搞笑,138,10,原创;生活记录;高能;娱乐;生活;小仙女;开锁;大帅哥;记录;高情商,536;1057109;7729;3221;1742;76007;67064;638822;37366;315956,2075,323,0,8897,51,208735,1196,3650,2736420,1,0,无,无,无
1676454752,736672537,1001844216,79061224,【狂飙·贾冰】没有实力你别装，往后稍稍我徐江,刘老师说电影,1676022589,1676022589,381,"刷完《狂飙》我发现这剧的配角都贼出彩啊！今天浅聊一聊京海爆梗王徐江，贾冰的演技再次刷新我的认知，把一个为非作歹的黑道大哥塑造得及其丰满！
视频里提到的《搜救》，同学们可以看这期：BV1AW4y1W7xK",影视杂谈,182,8,高分剧集;狂飙;演技;徐江;热剧;贾冰;新剧好剧一起看;影娱新春游园会,11148308;20496;72600;2643048;2795771;3750872;32998285;33364628,5039,5563,0,4175,0,55277,1317,1737,1347132,1,0,无,无,无
1676454764,224310978,1005076352,35847683,峰哥品尝香港两送饭，物美价廉！老板用普通话说：我是中国人！,峰哥亡命天涯,1676211405,1676211405,966,-,出行,250,9,大学;毕业生;学生;快餐;香港理工大学;盒饭;香港;跟着UP主出行看世界;新春出行游园会,6500;65369;48807;161959;220744;235086;667738;28022174;33323205,9569,14836,0,3040,0,30295,2286,3966,741172,1,0,无,无,无
1676454776,949266010,1006610990,178047796,中正评测：RTX4080笔记本，旷世16 Super，i9-13900HX,中正评测,1676260388,1676260388,711,中正评测：RTX4080笔记本，旷世16 Super，i9-13900HX,数码,95,11,数码;笔记本电脑;笔记本;电脑;RTX4080;RTX4050;RTX4060;游戏本;旷世;中正评测;i9-13900HX,16906;103638;1338;1339;18714693;24885472;24885470;299685;4482354;7614492;31320894,1691,1216,0,558,0,8871,2364,2171,325551,1,0,无,无,无
1676454788,609037869,998362633,652668805,你们在过窄路时有没有刮蹭过，大家把小妙招说出来，互相帮助下！,聪哥说车,1675915200,1675824004,68,你们在过窄路时有没有刮蹭过，大家把小妙招说出来，互相帮助下！,汽车生活,176,3,汽车;汽车知识;用车知识,13760;1645453;1661884,1099,143,0,9332,0,23522,204,718,466324,1,0,无,无,无
1676454793,949180132,1003738029,30222764,“我们联合！”,洛温阿特金森,1676125041,1676125041,214,"电影素材：查理·卓别林的《大独裁者》和《摩登时代》
感谢@Asriel咕  在我直播时提出的题材。当时说会在简介里感谢你，没想到吧，我还记得，而且真的做出来了。
《大独裁者》于1940年上映，卓别林在其中一人分饰两角。我们无法想象卓别林是希特勒统治最黑暗的背景下创作出这样的电影，但是这部电影完美地展示了如何用喜剧的方式展示现实残酷的本质。
渲染一直出问题，看看之后有没有必要换源吧。做得很累，但是看到成品感觉是值得的。",鬼畜调教,22,9,鬼畜;二战;卓别林;元首;自制;音乐;电影;洗脑循环;大独裁者,68;2829;727;308;1217;499;3141;3616;728,31149,386,0,21280,51,61984,725,2307,617624,1,0,无,无,无
1676454805,906830654,1006446838,177613639,【无聊的开箱】异地恋救星！远程接吻神器 ，开启“隔空约会”时代？,无聊的开箱,1676293743,1676293743,319,设计它的人脑洞太大了！不会有老箱想要吧？,数码,95,12,手机评测;数码;科技;生活大爆炸;开箱;约会;手机;情人节;神器;数码好物;bilibili好物集;甜蜜好物，为爱助攻,143751;16906;13807;25371;110511;25720;7007;16869;16968;12441482;30838731;34956125,926,803,0,845,0,8830,971,8412,220235,1,0,https://b23.tv/mall-C1FQ7-rnLC8Xm2j2,淘宝,无聊的开箱同款 远程亲吻神器异地恋黑科技情人节礼物
1676454817,736669415,1001924317,6087825,"12块钱自助东北盒饭,半夜十点人山人海! 美女一口气吃三碗!",小紧张的虫虫,1676106000,1676028305,502,"12块钱是纯素自助,我点的是18块钱两荤套餐~",美食侦探,212,5,美食;美食侦探;美食vlog;美食探店;天南海北家乡味,20215;660189;2701815;1603458;33105243,14635,5123,0,6273,60,84394,2639,9032,1380296,1,0,无,无,无
1676454828,481788401,1006554570,1838190318,【LOVE LIVE!】满怀爱意接近中！【翻唱】,魔狼咪莉娅,1676372400,1676301368,344,"✦Original Music　https://youtu.be/nDl_2RI6kU0

✦vocal　魔狼咪莉娅×古守血遊×红晓音Akane×九重紫×美月もも×鈴宮鈴×夏诺雅×天曰小雏
✦mix　ごず
✦Illust　緒東ままよ
✦movie　Poina

ଘ💀------------------------------------------------------------------------

🐺Twitter　https://twitter.com/marou_miriya
🐺YouTube　https://youtu.be/WKHisId51SQ
🐺bilibili　https://space.bilibili.com/1838190318
🐺FANBOX　https://maroumiriya.fanbox.cc/
🐺棉花糖　https://marshmallow-qa.com/marou_miriya?utm_medium=url_text&utm_source=promotion

ଘ💀------------------------------------------------------------------------

💀tag💀
公式Tag #魔狼咪莉娅#
FanArt #308絵#

ଘ💀------------------------------------------------------------------------",翻唱,31,9,翻唱;日文翻唱;外语翻唱;日语翻唱;VTuber;LoveLive!;满怀爱意接近中！;μ's;もぎゅっと“love”で接近中!,386;85689;1572363;166033;6401936;2510978;1067896;2486681;2657043,4468,256,0,2308,0,9817,645,412,35048,1,1,无,无,无
1676454840,566807001,1004948874,316568752,【睡前消息550】机器人密度超美国，“以工代赈”不一定多雇劳工,马督工,1676260980,1676209090,1206,"1 分析中国机器人产业。
2 发改委“以工代赈”计划要求多雇简单劳动力。",社科·法律·心理,124,9,美国;中国;睡前消息;以工代赈;工业机器人;马前卒;劳动力;马督工;机器人密度,5794;1652;11098212;13830561;796259;1604305;2809660;7012204;32638642,17084,2229,0,4830,0,33231,1803,1629,505600,1,0,https://b23.tv/cm-huahuo-0-3Cctd,,iPhone系列直降千元，点击领取粉丝专属福利！
1676454851,779096537,1001166561,601367419,中国锂电 为什么能镇压欧美日韩各种不服【万物奇谈3】,破壁狗,1675999200,1675992825,1269,"石油的历史，以欧美和中东为中心，主导者是美国。
锂电的历史，以亚洲和拉丁美洲为中心，主导者是中国。

参考资料
 
1 Lithium: The Global Race for Battery Dominance and the New Energy Revolution
作者：Lukasz Bednarski
 
2 The Powerhouse: Inside the Invention of a Battery to Save the World
作者：Steve LeVine
 
3 全球锂矿资源现状及发展趋势 作者：杨卉芃
 
4 中国、日本、韩国电池技术和产业发展战略态势分析 作者：史冬梅",科学科普,201,11,日本;韩国;知识;科普;财经;欧盟;美国;锂电池;拜登;万物研究所;万物研究所·第八期,860;116;10009;5417;66849;204379;5794;364229;632928;24688044;35165293,13804,1936,0,4897,0,25252,800,669,501803,1,0,无,无,无
1676454859,224342930,1007214749,698029620,如果缺个人过节，就来和兰兰合唱吧？(❤️ ω ❤️),兰音Reine,1676348977,1676348977,92,"原唱：金莎
翻唱：兰音&_",翻唱,31,7,翻唱;中文;合唱;金莎;虚拟UP主;情人节;拍摄合拍征集,386;443;151;74432;4429874;16869;22494461,4044,118,0,2461,0,14997,759,644,90544,1,0,无,无,无
1676454871,906534222,1000143394,1241806378,嘿朋友，你想吃免费的麦丽素嘛（低俗，重口，恶心，慎点）,叫我死盖就好,1675925779,1675925779,270,其实加字幕的时候感觉这期没有做好，下一期应该会重新做一下，内容肯定会大改，我只吃了一颗,搞笑,138,6,奇葩;高能;恐怖;麦丽素;低俗;恶心,19878;7729;841;1135392;205359;18161,20604,5069,0,10160,36,124322,2075,8225,1131187,1,0,别问，别吃,,别问，别吃
1676454882,524209175,1004598824,8969156,「小白」手机省电模式真的有用吗？,小白测评,1676253600,1676190505,556,关注微信公众号：小白测评 每晚发车不见不散,数码,95,11,数码;科技猎手;苹果;小米;华为;小白测评;省电;OPPO;省电模式;vivo;手机省电,16906;20423318;4314;94459;30373;1161141;456735;191668;854827;2522281;2579476,4691,3542,0,2536,0,25465,1875,872,394198,1,0,一加Ace2,,一加Ace2
1676454894,864266041,1005660649,75547577,【星穹铁道】怒氪30万水晶，竟没抽出喜欢的角色！主播崩溃大哭！,心灵侦探明柏辰,1676257390,1676257390,162,"家人们，破防了家人们~
给点个三连回回血吧！！！555555555",手机游戏,172,12,手机游戏;搞笑;单机游戏;网络游戏;游戏;二次元;崩坏：星穹铁道;星穹铁道;米哈游;原神;星穹铁道跃迁特别计划;《崩坏：星穹铁道》跃迁特别计划,3007;1833;17683;44367;802;1907;21744669;21744673;1615271;7945544;34616048;35021200,4471,733,0,790,0,15143,519,243,161820,1,0,无,无,无
1676454901,224314479,1005262758,13369893,『Apex速报』S16角色更新实机展示来啦！狗子/希尔/机器人/恶灵/幻象/命脉,Apex辰木乐,1676240213,1676240213,153,"『Apex速报』S16角色更新实机展示来啦！狗子/希尔/机器人/恶灵/幻象/命脉
《Apex Legends》是一款免费英雄射击游戏，传奇角色们在边境边缘为荣誉、名望和财富而战。赶快在 PlayStation 4、PlayStation 5、Xbox One、Xbox Series X|S、Nintendo Switch 和 PC 端 Origin 以及 Steam 上免费游玩。",网络游戏,65,5,FPS;APEX英雄;爆料;活动;Apex资讯,5297;9734740;97360;8569;18106167,749,515,0,738,0,14133,1151,7676,306831,1,0,无,无,无
1676454910,694002716,998414612,3493080560830654,每次去基本都排队的火烧云到底什么水平？,真探高文麒,1676259000,1675826774,445,工作日下午2:44到的 上座率70% 大家都不上班的么？,美食侦探,212,6,美食;分享新年开工后的美食;火烧云;探店;云南菜;天南海北家乡味,20215;34722453;482931;1469519;1567545;33105243,1792,1501,0,1041,0,19719,810,1505,520928,1,0,无,无,无
1676454916,266846543,1005700987,1072317049,我们的目标！把广东吃空！！,宝剑嫂的小世界,1676262665,1676261745,652,自驾游第一期！过年和爸妈一起去了广东！真的好幸福啊啊啊！小时候不懂事每次出去玩，总要和爸妈吵几架，现在已经究极好关系了！！没有什么事不是相互笑一笑过不去的！好爱现在的生活，爸妈身体健康，我有了可以带他们到处玩的能力，要更努力更努力！！！,出行,250,12,Vlog我的探店笔记;美食;旅游;vlog;情感;生活;日常;搞笑;出行;宝剑嫂;跟着UP主出行看世界;新春出行游园会,10433025;20215;6572;2511282;66605;1742;2848;1833;698226;7725783;28022174;33323205,9724,2323,0,3147,0,58023,1165,1535,362543,1,0,无,无,无
1676454946,906555358,1000457115,30725416,任何时间！任何地点！遇到小猫！就地亲烂！,团宠酸奶妹,1675938847,1675938847,117,-,喵星人,218,7,喵星人;萌宠;小猫;动物圈达人创作营;臭卷宝;动物观察局18.0 小动物聊天室;关于养宠来唠嗑,1562;6943;21131;18898646;20832114;35256673;35257344,3716,1001,0,5765,79,147315,1203,5638,1360147,1,0,无,无,无
1676454957,524231295,1003617044,8870713,家庭可以不富裕，但是这种氛围是什么也比不了的,细心小王,1676123156,1676123156,65,-,社科·法律·心理,124,8,社会观察局;情感;心理;家庭;原创;情绪;情感共鸣;必剪创作,24684043;66605;17126;42255;536;108972;5283256;15775524,1608,719,0,7385,0,56413,1854,3739,619687,1,0,无,无,无
1676454966,524328921,1006623693,39180492,NVIDIA：ChatGPT是未来,蒸気火鸡,1676340000,1676303495,135,"“蒸気火鸡，你是AI吗？”
“不是。”
“怎么证明？”
“首先AI不会口误，其次AI不会喷麦，最后AI音质不会这么差。”
“太好啦，我就说嘛！那么，你又是怎么看的呢？我的老火鸡。”
“非常抱歉，我暂时无法理解这个问题，请换一个方式提问吧。”",数码,95,12,数码;科普;人工智能;显卡;NVIDIA;AI;装机;硬件;电脑;GPU;万物研究所·第八期;ChatGPT来啦,16906;5417;46183;6213;90157;54148;413678;82132;1339;10713;35165293;35369918,1013,300,0,920,0,11998,1130,746,173781,1,0,无,无,无
1676454975,651600541,999416696,1992836329,厨师界装王刘一帆，一记颠锅帅哭女孩，直言选手做的菜是手指餐！,大眼吊娱,1675872008,1675872008,137,,综艺,71,4,综艺;刘一帆;春日娱人大联欢;影娱新春游园会,11687;662325;33055701;33364628,727,691,0,5010,0,80136,938,1366,1361766,1,0,无,无,无
1676454984,436656015,1004575872,27501480,我想唱《群青》了,怠惰的一休,1676190596,1676190596,98,"bgm：群青——yoasobi
这标题文艺复兴了",人力VOCALOID,126,8,鬼畜;人力VOCALOID;全明星;蔡徐坤;九转大肠;东北往事;群青;鸡你太美,68;26180;4286;1339688;910493;821806;334056;9882089,2322,247,0,4587,0,9904,145,536,73686,1,0,无,无,无
1676454988,736799496,1006930926,342233922,传承,金轮丶小食堂,1676331959,1676331959,99,,电子竞技,171,7,电子竞技;英雄联盟;搞笑;下饭操作;大司马;MOBA;鬼屎东,62526;9222;1833;10555771;1034001;254029;8179204,2102,133,0,617,0,8299,355,1591,137595,1,0,无,无,无
1676454993,436747553,1004257639,254584639,小伙挑战日本最便宜的烤肉自助，今天必须上他一课！,油头四六分,1676172603,1676172603,319,-,美食侦探,212,11,美食;自助餐;烤肉;街头美食;日本料理;日本;贫民窟;自助;路边摊;探店;天南海北家乡味,20215;58184;68437;1139423;47282;860;203909;198472;1138007;1469519;33105243,2502,973,0,1592,0,27879,1260,1095,360988,1,0,无,无,无
1676455004,479060060,1001126359,39856586,【60秒重制版】我做到了真正将全物资带下避难所,一块抹茶曲奇,1675987795,1675987795,1048,"反复刷折磨了差不多十小时 人快疯了 
呼 60秒拿25样东西也太难了 之前我还否定自己说不可能呢
算了 反正我也不是第一次推翻过去自己的理论了",单机游戏,17,11,实况攻略;万物皆可游戏;文字游戏;实况解说;游戏实况;重制版;游戏解说;生存;生存游戏;60秒;后末日,673152;20563743;60557;7160;21885;23570;19890;14224;43110;108017;8081341,4539,1053,0,3186,0,34049,441,396,863353,1,0,无,无,无
1676455011,949256999,1005161181,8065700,详解《狂飙》| 黑道的尽头是泰叔！高启强：长大后我就成了你,鱼香地瓜,1676214025,1676214026,989,在三十年中，泰叔从最开始像高启强一样摸爬滚打双手沾满鲜血，到最后距离善终只差一步之遥，半个棋手差点搅动了京海的格局。,影视杂谈,182,11,黑道;影评杂谈;高启强;陈书婷;扫黑;狂飙;倪大红;徐江;泰叔;影娱新春游园会;年度扫黑大剧《狂飙》你追了吗,8567;1612425;29755462;34348721;141896;20496;609375;2643048;11869303;33364628;34761226,2526,604,0,2310,0,10996,459,460,344583,1,0,无,无,无
1676455016,436815535,1008227017,10977842,【快乐再出发RAP】押韵不歇，追梦不歇！,董润祺,1676378885,1676378885,98,"BGM：Airplanes (feat. Hayley Williams) - B.o.B
希望我们每个人都能坚持自己喜欢的事情呀！",鬼畜调教,22,11,综艺;鬼畜;苏醒;再就业男团;张远;王铮亮;0713;陆虎;陈楚生;王栎鑫;快乐再出发,11687;68;215432;11289547;637615;149215;737063;463756;111577;345679;26684581,1741,131,0,721,0,4150,190,160,20913,1,0,无,无,无
1676455021,394250996,1005675852,7487399,DC《闪电侠》正式预告来了！经典蝙蝠回归，双闪组合强势来袭！,努力的Lorre,1676258195,1676258195,173,youtube,预告·资讯,184,3,超级英雄;DC;闪电侠,13881;2825;21534,793,687,0,2257,0,31367,3221,12764,775530,2,0,无,无,无
1676455033,479087359,1000381417,94510621,阳光开朗大男孩是什么梗【梗指南】,梗指南,1675935397,1675935397,152,"阳光开朗大男孩是什么梗
大家可以关注限流区up主@卦者那啥子靈風   收听其他更多精彩的作品，不要让限流阻挡了好作品的传播！

引用素材：
BV1z341187Y9
BV1tA411f7jY
BV1UR4y1s7AZ
*本视频仅作为了解该梗的辅助，不能仅靠该视频作为对该梗的全面了解，真正深入了解可以观看原出处以及更多方面~",音乐综合,130,9,音乐分享官;幽默;科普;魔性;万恶之源;搞笑;梗指南;沙雕;音乐分享官6.0,20842721;31839;5417;517803;21;1833;19669712;421428;34328030,1383,2122,0,6644,0,90267,3058,2170,1676002,1,0,无,无,无
1676455044,694468892,1008573141,161158015,【XLOG BLUE】D.N.A音乐联盟主理人&制作人张艺兴 CYPHER MV花絮（上）,张艺兴工作室,1676427126,1676427126,101,-,MV,193,12,明星;RAP;音乐;张艺兴;制作人;MV;花絮;DNA音乐联盟;R&B;厂牌;歌手;Hiphop,5761;246;499;214030;72238;1817;15722;32258400;82506;968393;1818;2522709,2162,234,0,840,0,3538,309,171,14212,1,0,无,无,无
1676455052,394026906,999115306,1705432440,一些回怼恶婆婆的漂亮话术，听着就爽,皮皮在农村阿,1675857955,1675857955,97,-,搞笑,138,12,搞笑;搞笑视频;女人;全程高能;二胎;家庭纠纷;婆媳矛盾;婚姻;恶婆婆;东北妈妈;搞笑研究所;搞笑研究所2023,1833;69347;7834;9100;1169300;830214;250216;209268;694508;4717982;23649527;35027528,1258,191,0,3768,0,51058,321,1483,577453,1,0,无,无,无
1676455058,821693128,1002891346,210237094,送亚马逊老树懒回家,宋老师在美洲,1676091670,1676091671,266,-,野生动物,221,4,国外;树懒;闪电;亚马逊雨林,20023;67925;13645;2971768,7458,1970,0,2422,0,44568,1125,598,665163,1,0,无,无,无
1676455070,309343964,1006731664,16419172,不太值得，不是天花板，票房惨败不冤——《深海》观影吐槽,灵魂健身杨老师,1676368800,1676306618,354,纯主观，若有分歧以你为准,影视杂谈,182,8,深海;大圣归来;搞笑;吐槽;春节档;国产动漫;“遇见你，怦然心动”2023情人节活动;又是一年情人节,119392;1021498;1833;792;1168424;11062;35076622;35483426,1688,920,0,560,0,4993,2614,373,59717,1,0,无,无,无
1676455082,779106374,999003394,383167169,张涛：很骄傲又能帮到同桌！,阿沛不开心,1675853229,1675853229,72,-,搞笑,138,2,校园整活王;校园星发现·up！开学啦,22127673;34876775,4708,747,0,4926,71,183384,1172,913,1385204,1,0,无,无,无
1676455093,309331261,1006062017,348870134,做个家常版的麻辣拌，够麻够辣够味，配碗米饭吃爽了,小弟萝卜呀,1676279038,1676279038,380,,美食记录,215,9,美食vlog;美食;家常菜;美食制作;美食教程;一人食;吃货;麻辣拌;无辣不欢,2701815;20215;94337;562935;370803;397670;6942;1166245;2080874,1710,571,0,3083,0,10263,281,1293,234006,1,0,无,无,无
1676455098,524144040,1001708528,1098173832,做劳务得先把全家送到电子厂？,宋云生-,1676023800,1676016610,68,,搞笑,138,2,开工崩溃瞬间;搞笑研究所2023,34812234;35027528,795,152,0,1095,0,61304,141,196,733477,1,0,无,无,无
1676455101,821835851,1007730525,281674150,【省城拟手书】东三省大家族,EnsoleiliCrush,1676222297,1676222297,120,"lof：下水道之超级老鼠王

第一次刷到这个手书的时候就感觉很…适合…？反正趁着还有一两天开学的时候将将巴巴画完了，设定全是我自己的，如有雷同我也不知道怎么办（虽然但是x），有一些上色稍微改了一下，因为描线笔的颜色不太突出所以有微调，别的没了x
二编：更换了视频源，并为我造成的低智的错误感到抱歉x",短片·手书·配音,47,9,手书;精神状态良好;吉林;辽宁;省拟;黑龙江;城拟;oc;东三省,608;27093444;176969;109533;915485;112974;538653;2540391;2646736,1777,254,0,1985,0,5214,709,322,41210,1,0,吉林延边朝鲜族自治州,,吉林延边朝鲜族自治州
1676455111,694313845,1006491562,451618887,鬼史东：曼总在我直播间说句话，我马上给他上个房管,艺术家阿克曼,1676295359,1676295359,333,曼总就离谱,电子竞技,171,11,电子竞技;英雄联盟;LOL;搞笑;下饭;芜湖大司马;马老师;金牌讲师;鬼屎东;鬼史东;金牌厨师,62526;9222;3093;1833;13451;817374;256598;3139356;8179204;8182653;11484289,2334,938,0,600,0,15987,699,450,330461,1,0,无,无,无
1676455119,436519820,999023309,484871826,第一次用柳叶笔，报用,_今天吃什么捏,1675854038,1675854038,85,-,绘画,162,8,绘画;新人;绘画过程;画渣;指绘;新手;摸鱼;必剪创作,2800;8489;29262;551110;823754;23663;263398;15775524,790,268,0,6707,0,49084,346,490,266804,1,0,call on me,,call on me
1676455125,436797692,1007596355,20067185,在？外面人太多了，要不就在家里过节吧❤,十元酱少女,1676370310,1676370310,69,"舞蹈音乐:MR.CHU-APink
尝尝我做的蛋糕好不好吃~",明星舞蹈,199,9,明星舞蹈;舞蹈;小姐姐;韩舞;可爱;apink;舞蹈翻跳;歌舞打卡挑战;情人节用舞蹈定义心动,6012204;376;668759;159571;2423;2511043;800245;31813197;35061075,1073,52,0,3389,0,5135,113,70,34497,1,0,无,无,无
1676455130,479341487,1006804165,1292488,【霍格沃茨之遗MOD】特雷森转学生,千岁春日,1676318964,1676318964,130,"小魔女替换可选头模
随时可能替换更新，不提醒

模型：赛马娘/Cygames
链接：https://pan.baidu.com/s/1gNRa0tGL2jZ81IttMBs0xw 
提取码：qscr",单机游戏,17,7,万物皆可游戏;单机游戏;steam;东商变革;霍格沃茨之遗;赛马娘;这MOD就离谱,20563743;17683;2485537;17657397;26500613;1627542;25987756,571,114,0,2132,0,3622,451,4520,158839,1,0,无,无,无
1676455138,481865118,1005197934,508455218,Chatgpt硕士论文写作深度润色,放羊人1986,1676207829,1676207829,638,,校园学习,208,11,练习;硕士;论文;学术;效率;经验分享;科研;干货;学习心得;学习日常打卡;非正式颁奖小会,2582;1204175;707234;312719;159988;634574;240949;207281;3269802;12343410;34315564,3134,85,0,14666,0,4265,216,3427,151862,1,0,jdmm,,jdmm
1676455142,779309270,1004665091,662658732,勇闯深圳夜市，追着炫到收摊！,玲子reiko-,1676208741,1676208741,132,,美食侦探,212,6,美食;街头美食;夜市;深圳;路边摊;天南海北家乡味,20215;1139423;612278;53460;1138007;33105243,729,269,0,1102,0,44741,465,890,450801,1,0,无,无,无
1676455149,524125889,1002939423,27089324,🤎我 们 都 爱 吃 大 肠🤎,青铃荼阳,1676093520,1676093520,132,🤎,鬼畜剧场,216,10,杰哥不要;答辩;顶级厨师;九转大肠;特效向;买瓜;鬼畜剧场;郝哥;鬼畜星探企划;俞涛,208337;245777;200236;910493;1348184;4606924;7740510;8952481;16637150;19538652,11519,2037,0,18276,0,53226,1501,7689,538304,1,0,无,无,无
