爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676484977,479348321,1006356440,393671271,情人节带老公体验汉服，直男的拍照水平令人崩溃！,胡凯利_洞主,1676347200,1676295632,632,,搞笑,138,12,汉服;中国华服日;日常;中国风;搞笑;情侣;颜值;摄影;情人节;洞主凯哥;搞笑研究所2023;搞笑人有没有爱情,32454;6850632;2848;8562;1833;66611;836713;25450;16869;3828006;35027528;35318921,13311,3608,0,1535,0,16582,827,1275,200938,1,0,https://b23.tv/cm-huahuo-0-3Ccxp,,up主同款海底捞火锅，1元秒杀8盒
1676484989,694325186,1007591378,16720403,STAYC最新回归曲Teddy Bear MV+首舞台公开,pcyxjy,1676366417,1676366417,412,yt,MV,193,1,STAYC,16961522,726,924,0,2176,0,10165,2166,2103,203100,2,0,无,无,无
1676485000,566735682,1001911771,10202143,装修时，一定要做去客厅化！！【家的进化】,曦仔日常,1676027704,1676027704,474,"hello大家好！我是曦仔！（视频忘介绍了这里补上）

去客厅化是近两年非常火的话题，有越来越多的人想尝试去客厅化的设计。
可是去客厅化真的适合每一个人吗？去客厅化背后代表的到底是什么？
那做了几年室内研发设计师，多少是有点知识储备的。在以后的视频里，我会跟大家多多分享关于室内设计的思路和想法，也欢迎大家给我留言想要了解的室内设计问题，我会对大家的问题做成视频解答！
这次为了普适性更强，家庭结构是按人口分的，大家有合适的就对号入座，不合适的就....也请对号一下！哈哈哈哈哈哈
欢迎一键三连～",家居房产,239,8,家的新气象;家居;去客厅化;生活方式;家装;室内设计;设计师;家装设计,18687253;649117;22821724;581622;490345;86776;62240;2662336,1403,1538,0,4839,0,7590,1927,1620,663374,1,0,无,无,无
1676485011,566823000,1005477358,375040863,【1酱赛评】你把大伙都气乐了！老WBG的别送啦！小虎别C了！RNG终于首胜！WBG险胜JDG！【2023春季赛RNG2:1WE WBG2:1JDG】,你是想气死1酱么,1676244953,1676244953,457,这是满汉全席？不，这是wbg。,电子竞技,171,10,游戏赛事;英雄联盟;电子竞技;搞笑;LOL;LPL;RNG;Theshy;WBG;英雄联盟新春激励,1538509;9222;62526;1833;3093;315352;579454;2959060;3749044;33579582,4349,1429,0,1395,0,22003,1334,1793,506285,1,0,无,无,无
1676485022,524352987,1006394678,1192066754,省  点  力  一  会  好  喊  3.0版李响,四耶知秋,1676290775,1676290775,72,命运多舛的响,影视剪辑,183,5,影视剪辑;李响;制服;演员李健;人夫感,318570;189230;191;5408186;26425271,667,134,0,1779,0,2621,163,183,20444,1,0,无,无,无
1676485026,821768707,1005805698,226178777,女王回归炸场！蕾哈娜Rihanna2023超级碗中场秀表演！,街头社区,1676264937,1676264937,798,"weibo
关注公众号 街头HIPHOP",音乐现场,29,10,音乐现场;RAP;LIVE;说唱;HIPHOP;超级碗;蕾哈娜;rap;Rihanna;嘻哈,389808;246;3177;529;9374;44573;33436;2487813;2492412;21297,795,1230,0,2131,0,8962,716,2867,376273,2,0,无,无,无
1676485033,991874031,1007180191,402165362,【魔法少女小圆手书】可是恨的人没死成,解凉_sharing,1676366420,1676347287,77,草稿流，画的不完整，请见谅,短片·手书·配音,47,4,手书;魔法少女小圆;动画短片群星计划;动画嘉年华2023·灼夜花火,608;28074;25367425;33683785,803,18,0,1070,0,2260,81,90,11911,1,0,无,无,无
1676485036,609318497,1005178524,1451754635,印度顶级蛋炒饭，600个母蛋不糊弄,舌尖上的阿仨,1676214588,1676214588,219,,美食制作,76,5,美食;印度美食;美食制作;厨房;乡村美食,20215;1170904;562935;32207;2534449,515,644,0,756,0,13341,425,745,381710,1,0,无,无,无
1676485044,524328921,1006623693,39180492,NVIDIA：ChatGPT是未来,蒸気火鸡,1676340000,1676303495,135,"“蒸気火鸡，你是AI吗？”
“不是。”
“怎么证明？”
“首先AI不会口误，其次AI不会喷麦，最后AI音质不会这么差。”
“太好啦，我就说嘛！那么，你又是怎么看的呢？我的老火鸡。”
“非常抱歉，我暂时无法理解这个问题，请换一个方式提问吧。”",数码,95,12,数码;科普;装机;NVIDIA;AI;显卡;人工智能;电脑;硬件;GPU;万物研究所·第八期;ChatGPT来啦,16906;5417;413678;90157;54148;6213;46183;1339;82132;10713;35165293;35369918,1092,309,0,1011,0,12756,1193,833,192226,1,0,无,无,无
1676485055,394254468,1005651013,27218150,东北版怪奇物语，上山就完事了！,刘哔电影,1676280600,1676258083,777,剧名叫《立功东北旧事》,影视杂谈,182,11,影评;悬疑;电视剧;搞笑;剧情;影评杂谈;网剧立功;范伟;潘斌龙;新剧好剧一起看;影娱新春游园会,111377;17143;23964;1833;17046;1612425;35381780;56504;949230;32998285;33364628,1143,968,0,1809,0,12655,219,726,283777,1,0,无,无,无
1676485059,481773456,1005202188,514697118,教程 | 国内有效！快速加入新必应候补！无需魔法体验整合GhatGPT的AI版Bing搜索,IT豪哥-电脑软件教程,1676215821,1676215821,253,"微软新必应Bing搜索已开始接入ChatGPT，但是很多人还没能顺利加入候补。本期来教大家怎么快速加入候补，无需魔法，操作简单。扩展名称 ModHeader，填写字段一：X-Forwarded-For，字段二：4.2.2.2。建议使用Edge浏览器操作。

新必应体验网址：
https://www.bing.com/new

关注｜新必应加入候补出错怎么办？加入候补后多久能使用？
https://www.bilibili.com/video/BV1UT411Q7Nr/",野生技能协会,122,10,微软;AI;人工智能;自制;软件;ChatGPT;必应;Windows;电脑知识;软件使用大百科,6615;54148;46183;1217;7008;32031234;295811;2518066;3069089;29304922,3696,261,0,13528,0,7112,876,4497,248782,1,0,无,无,无
1676485069,821534750,1000211092,290014343,地转偏向力：北半球水盆的漩涡逆时针，南半球顺时针？,李论科学,1675929952,1675929952,215,,科学科普,201,4,科普;赤道;漩涡;地转偏向力,5417;1131410;120646;7349589,1536,527,0,5835,0,66915,1000,824,1295130,1,0,无,无,无
1676485078,479345576,1006210991,301717426,【扒】对自家孩子重拳出击，对别人家孩子轻声细语《辛普森一家》之善待外人,周扒片,1676283090,1676283091,361,《辛普森一家》，侯默飞扣摔断腿，在家办起托儿所，对别人家的小孩温柔细心，对自己家的孩子重拳出击。,动漫杂谈,253,10,动漫杂谈;搞笑;喜剧;辛普森一家;搞笑美漫;动漫解说;欧美动画;辛普森;美漫;高分动画,530918;1833;2662;4450;16507869;204155;117347;52192;29710;2637983,2008,293,0,1212,0,17312,177,150,243408,1,0,无,无,无
1676485082,864066299,1000541339,3493086340581999,【原神】提前备战！原神3.5前瞻直播、原石汇总、角色卡池、活动介绍,绝云丘丘,1675942790,1675942790,105,"创作不易，你的三连是丘丘创作的动力！丘丘会努力为大家带来原神最新资讯、攻略、原石等
喜欢原神的小伙伴欢迎加入丘丘的QQ群643406491~",手机游戏,172,11,手机游戏;原神UP主激励计划;优菈;迪西雅;3.5前瞻直播;3.5前瞻;原石;卡池;原神;申鹤;风花节,3007;18957190;18965753;28313225;34497116;35012935;525460;2727738;7945544;10358400;18399410,3771,1803,0,2594,0,35074,1416,1075,712669,1,0,无,无,无
1676485092,394212277,1002428125,452606628,这碗拉面真变态！没有面条全是菜？,王师傅和小毛毛,1676084700,1676069695,810,打包的六盒带回去分给六个工作人员吃了，最后这碗面八个人才干掉~,美食侦探,212,9,美食;街头美食;日本料理;拉面;王师傅;分享新年开工后的美食;探店;二郎拉面;天南海北家乡味,20215;1139423;47282;32703;152673;34722453;1469519;2890070;33105243,27226,8194,0,6679,68,79570,3256,5250,1362859,1,0,https://b23.tv/cm-huahuo-0-3CcYg,,点击领取粉丝专属福利，超多爆款好物惊喜低价！
1676485103,736713275,1003585910,349092963,为什么我劝你别让恋人提供情绪价值？,沈奕斐,1676192400,1676123469,1039,"什么才是真正的情绪价值？
提供情绪价值背后我们真正要做的是什么？
为什么我建议你在恋爱里要慢慢来？",社科·法律·心理,124,11,科普;爱情;情感;恋爱;心理;爱情何不慢慢来;情绪;欧诗漫;情绪价值;热点观察局;bilibili年味唤醒计划,5417;943;66605;4145;17126;35413689;108972;3254316;6645252;27544978;33024023,8514,2955,0,12364,0,26736,2352,7793,618292,1,0,无,无,无
1676485112,566807001,1004948874,316568752,【睡前消息550】机器人密度超美国，“以工代赈”不一定多雇劳工,马督工,1676260980,1676209090,1206,"1 分析中国机器人产业。
2 发改委“以工代赈”计划要求多雇简单劳动力。",社科·法律·心理,124,9,美国;中国;睡前消息;以工代赈;工业机器人;马前卒;劳动力;马督工;机器人密度,5794;1652;11098212;13830561;796259;1604305;2809660;7012204;32638642,17562,2284,0,4883,0,34078,1847,1688,534313,1,0,https://b23.tv/cm-huahuo-0-3Cctd,,iPhone系列直降千元，点击领取粉丝专属福利！
1676485122,609162771,1001414872,64017998,我不曾忘记。这首歌我真的是太爱了,许里xurry,1676019600,1676003540,128,歌曲是《我不曾忘记》，在2023原神新春会上惊人惊艳，ChiliChill真的太牛了。我好喜欢这首歌啊啊啊,GMV,121,3,GMV;原神UP主激励计划;原神,25483;18957190;7945544,3413,135,0,5478,0,21378,175,892,85264,1,0,无,无,无
1676485125,991860198,1006584679,1561515,APEX16赛季改动详情！新赛季新枪、新模式、职业系统、平衡性改动全在这啦！,吴鸽有理解,1676306817,1676306818,501,"APEX新赛季将于2月15日凌晨2点开始噢
粉丝一群：865211477
粉丝二群：590063778",电子竞技,171,7,电子竞技;STEAM;FPS;APEX英雄;教程攻略;吃鸡;游戏鉴赏家,62526;13715;5297;9734740;1017160;394538;5034734,1995,448,0,1520,0,3189,402,1838,129157,1,0,无,无,无
1676485129,479060060,1001126359,39856586,【60秒重制版】我做到了真正将全物资带下避难所,一块抹茶曲奇,1675987795,1675987795,1048,"反复刷折磨了差不多十小时 人快疯了 
呼 60秒拿25样东西也太难了 之前我还否定自己说不可能呢
算了 反正我也不是第一次推翻过去自己的理论了",单机游戏,17,11,实况攻略;万物皆可游戏;游戏解说;生存游戏;重制版;生存;游戏实况;实况解说;文字游戏;60秒;后末日,673152;20563743;19890;43110;23570;14224;21885;7160;60557;108017;8081341,4595,1060,0,3230,0,34400,445,407,876349,1,0,无,无,无
1676485135,694002716,998414612,3493080560830654,每次去基本都排队的火烧云到底什么水平？,真探高文麒,1676259000,1675826774,445,工作日下午2:44到的 上座率70% 大家都不上班的么？,美食侦探,212,6,美食;分享新年开工后的美食;火烧云;探店;云南菜;天南海北家乡味,20215;34722453;482931;1469519;1567545;33105243,1871,1563,0,1080,0,20291,832,1594,551485,1,0,无,无,无
1676485142,524270320,1009593470,7380742,「糟糕，心动的感觉」| 牛奶咖啡·仙羽 x 某幻君 合作单曲 pv,仙羽kiki,1676296800,1676288668,226,"「糟糕，心动的感觉」

作词: 仙羽kiki  x 某幻君
作曲: 仙羽
制作人: 仙羽
编曲: 唐森
和声编写 仙羽 某幻君
人声录音: 杨惠琳 @Studio21A
人声编辑: 李宗远 杨惠琳 @Studio21A
混音: 周天澈 @Studio21A",MV,193,9,原创歌曲;音乐分享官;某幻君;原创音乐;糟糕心动的感觉;牛奶咖啡;pv;仙羽;音乐分享官6.0,72138;20842721;431087;71631;30565337;244732;2512129;11137917;34328030,29792,29,0,17543,44,55901,4663,8604,324589,1,1,无,无,无
1676485152,949266010,1006610990,178047796,中正评测：RTX4080笔记本，旷世16 Super，i9-13900HX,中正评测,1676260388,1676260388,711,中正评测：RTX4080笔记本，旷世16 Super，i9-13900HX,数码,95,11,数码;笔记本;笔记本电脑;电脑;RTX4080;RTX4060;RTX4050;游戏本;旷世;中正评测;i9-13900HX,16906;1338;103638;1339;18714693;24885470;24885472;299685;4482354;7614492;31320894,1741,1237,0,567,0,9161,2418,2210,346779,1,0,无,无,无
1676485162,394351305,1005082944,383674468,从头到脚都是人设！前练习生为你揭秘之男团如何“穿”出人设 ？,智命男孩,1676210107,1676210107,477,,时尚潮流,159,13,发型;服饰;趣闻;造型;帅哥;男团;穿搭;人设;揭秘;韩娱;练习生;普通人变美指南（新年版）;普通人变美指南,13896;313718;6874;302540;18984;289990;1139735;55089;8317;871463;573721;33365922;33365923,2922,2067,0,2717,0,17263,502,438,237644,1,0,无,无,无
1676485168,524320130,1004820616,17478777,这就是马超的控枪之术！！！（2）,一只白色QvQ,1676198093,1676198093,139,"喜欢记得点个赞投个币啊！这是我更新的最大动力啊啊啊啊！！！
新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！新年快乐！！",电子竞技,171,11,手机游戏;王者荣耀;电子竞技;王者荣耀UP主激励计划;精彩集锦;手游;搞笑;自制;操作;马超;对抗路,3007;1404375;62526;21618618;66406;257974;1833;1217;8894;56102;12031571,5330,243,0,1521,0,39441,402,243,377757,1,0,无,无,无
1676485173,906830654,1006446838,177613639,【无聊的开箱】异地恋救星！远程接吻神器 ，开启“隔空约会”时代？,无聊的开箱,1676293743,1676293743,319,设计它的人脑洞太大了！不会有老箱想要吧？,数码,95,12,手机评测;数码;约会;科技;生活大爆炸;开箱;手机;神器;情人节;数码好物;bilibili好物集;甜蜜好物，为爱助攻,143751;16906;25720;13807;25371;110511;7007;16968;16869;12441482;30838731;34956125,991,846,0,924,0,9338,1023,9145,238397,1,0,https://b23.tv/mall-C1FQ7-rnLC8Xm2j2,淘宝,无聊的开箱同款 远程亲吻神器异地恋黑科技情人节礼物
1676485185,736831651,1005953284,3493079591946694,隋卞一做 |分…分子锅包肉？,隋卞做,1676278800,1676276242,430,大概吃起来就像锅包肉有肉味的薯片~,美食制作,76,5,美食;美食教程;美食制作;灯影猪肉;美食做饭,20215;370803;562935;35479542;8533911,5455,1277,0,2764,0,22246,609,546,413937,1,0,tetris,,tetris
1676485193,394250996,1005675852,7487399,DC《闪电侠》正式预告来了！经典蝙蝠回归，双闪组合强势来袭！,努力的Lorre,1676258195,1676258195,173,youtube,预告·资讯,184,3,超级英雄;DC;闪电侠,13881;2825;21534,817,699,0,2322,0,31986,3260,13014,799277,2,0,无,无,无
1676485203,266568153,1000279565,1155574439,谁要来预订我的情人节档期,真子日记,1675932764,1675932764,186,,搞笑,138,10,B站小剧场;姐妹;单身;高能;爱情;情侣;约会;情人节;沙雕;B站小剧场·新春放映会,17655328;1320;19087;7729;943;66611;25720;16869;421428;33421257,15531,3581,0,4550,38,130441,2755,3383,1596573,1,1,无,无,无
1676485213,566835204,1005379892,258316,[明日方舟]花了一天把生息演算做成了游戏！,苏打味哔哔小子,1676347200,1676228645,122,"左键冲拳
右键拾取
空格吃喝/合成道具",手机游戏,172,9,手机游戏;明日方舟;生存;原创;搞笑;生息演算;种田;明日方舟创作者应援计划;明日方舟UP主应援计划 – 登临意,3007;4610466;14224;536;1833;30789330;360738;23353468;34341332,848,305,0,1077,0,5042,151,576,42780,1,0,无,无,无
1676485217,224235069,1004719739,327750329,专属详解版 | 显贵显质感的日常妆容~,程十安an,1676103927,1676103927,884,"这个秋冬很爱化的一个妆面分享，专门出了一期更详细的长视频版本。很显贵气，一看就感觉整个人非常有气质生活过得很好的那种，希望能帮助到大家~(*•̀ㅂ•́)و
BGM：Galen Crew - Sleepyhead
Trademark - Only Love
感谢以上音乐创作者和演唱者的作品。",美妆护肤,157,6,美妆;日常妆;化妆;妆容;普通人变美指南;普通人变美指南（新年版）,832569;598357;13175;518001;33365923;33365922,8390,800,0,22832,0,28275,646,1972,623882,1,0,无,无,无
1676485228,479341487,1006804165,1292488,【霍格沃茨之遗MOD】特雷森转学生,千岁春日,1676318964,1676318964,130,"小魔女替换可选头模
随时可能替换更新，不提醒

模型：赛马娘/Cygames
链接：https://pan.baidu.com/s/1gNRa0tGL2jZ81IttMBs0xw 
提取码：qscr",单机游戏,17,7,万物皆可游戏;单机游戏;steam;东商变革;霍格沃茨之遗;赛马娘;这MOD就离谱,20563743;17683;2485537;17657397;26500613;1627542;25987756,618,123,0,2344,0,3949,495,4786,172519,1,0,无,无,无
1676485236,479438225,1009139032,323248245,懒羊羊一集封神，就连废羊羊给他添角都不配！,青柠动画城,1676453373,1676453374,159,,动漫杂谈,253,9,童年回忆杀;动漫杂谈;灰太狼;童年回忆;喜羊羊与灰太狼;懒羊羊;羊羊运动会;动画短片群星计划;动画嘉年华2023·灼夜花火,1019252;530918;94281;19913;11326;219386;4122664;25367425;33683785,752,461,0,981,0,18087,1023,464,355751,1,0,无,无,无
1676485246,524439702,1009514533,111095065,当你把技能练到极致的时候,黑旗团队,1676469757,1676469758,63,"想像我们一样拥有极致技能吗？
2月18日起，拍出你的技能，投稿10秒以上视频到影视-小剧场分区，参与话题#当你把_____做到极致  
我们会为最牛的6位朋友送出精美B站周边，还有5份黑旗提供的阳光普照奖。快一起来玩吧！",小剧场,85,3,B站小剧场;#卯兔迎春小剧场;B站小剧场·新春放映会,17655328;33634523;33421257,3592,852,0,972,0,47235,1222,1309,390054,1,0,黑旗,,黑旗
1676485257,224431168,1009573350,1743593860,【原神挨打合集】,我牌哪去了,1676474286,1676474286,940,"...有不少观众朋友说想看我打副本
虽然我是不知道这玩意有啥好看的
但姑且还是传一下，之后的也会传到这合集，不用点赞哈(╹ڡ╹ )",手机游戏,172,7,手机游戏;原神UP主激励计划;这下不得不玩原神了;副本;挨打;游戏鉴赏家;原神,3007;18957190;32498984;7227;712723;5034734;7945544,5577,2484,0,1162,0,17522,2295,111,89198,1,0,无,无,无
1676485267,736661609,1001213699,385797191,我要去电影院,英雄联盟收藏夹,1676003032,1676003032,104,,电子竞技,171,4,电子竞技;英雄联盟;精彩集锦;lol,62526;9222;66406;2511097,727,109,0,1507,0,17416,155,1400,319739,1,0,https://b23.tv/mall-Q6lTL-pqMRwySLDc,京东,英雄联盟抱枕 LOL英雄联盟抱枕阿狸周边二次元游戏动漫等身靠枕头定制生日礼物 破败 佛耶戈 【小号长枕头】30*50cm 含芯
1676485271,481987326,1009312264,6739643,陈飞宇：我顶流了吗？！,话很多的小姐姐们,1676461455,1676461456,449,"阿瑟终于不用再撕日历了，这下他直接把整本日历都烧了
（●'◡'●)点赞~硬币~收藏~转发~一条龙
微博关注@话很多的小姐姐们，来和我们吹夸夸鸭~",娱乐杂谈,241,10,娱乐;欧阳娜娜;搞笑;塌房;陈凯歌;阿瑟;陈飞宇;撕日历;热点娱乐资讯速报;影娱新春游园会,3221;586269;1833;13364507;16605;307911;2647282;5015684;31034458;33364628,767,1850,0,1035,0,17146,852,2420,280467,1,0,无,无,无
1676485279,694328682,1006946016,14764169,导演开荒解读原神镜头语言,辣猫警长,1676336897,1676336897,1072,"感谢您点进这个视频，这是我用心剪辑制作的原神游戏实况。
对于视频中的观点和知识，欢迎在评论区交流，如有不足之处也请您谅解。

接下来我将继续制作 导演视角+游戏实况 的相关视频，如果您对此感兴趣，也非常希望您关注我的频道。
希望我们都能在游戏中有所学习有所收货。

再次感谢您的观看。

原片画质 2k+60fps",手机游戏,172,10,实况攻略;手机游戏;原神UP主激励计划;二次元;游戏实况;游戏解说;原神开荒;细节;电影艺术;原神,673152;3007;18957190;1907;21885;19890;16468623;185829;885323;7945544,2851,1069,0,2253,0,9858,759,213,118767,1,0,游览提瓦特大陆,,游览提瓦特大陆
1676485288,821882277,1008638465,438074196,夜 空 中 最 亮 的 猪,闲D嘞,1676458800,1676433775,401,这肉不得摸黑吃？,美食制作,76,11,美食;烤肉;搞笑;米其林;美的灵眸系统;夜光;发光;美食测评;Vlog;记录生活的美好幸福时刻;“遇见你，怦然心动”2023情人节活动,20215;68437;1833;21852;35551969;204847;46553;1360352;2503953;23419467;35076622,788,491,0,705,0,11767,156,1112,396092,1,0,https://b23.tv/mall-Te76q-rpBfHgPk3M,京东,美的（Midea）嵌入式 蒸烤箱一体机 50L蒸箱烤箱家用 AI灵眸智能摄像识材视频分享 蒸烤炸炖四合一体机SV5
1676485292,609451563,1008914182,13877452,【明日方舟 国服】陈sir的工作日【明日方舟×上海警方】,泪枫LeaF,1676443367,1676443367,129,"https://m.weibo.cn/2493592183/4869408012633045
原简介：
#除隐患 铸平安# #开学季# 开学啦！陈Sir的小课堂也如期回归！为了能给大家一个沉浸式的学习环境，陈Sir还特地将课堂“搬进了”影棚，希望大家能够将安全知识学会记牢！敲重点：视频里的知识点大家都记住了吗？@陈Sir的工作日@明日方舟Arknights",短片·手书·配音,47,7,明日方舟;陈sir的工作日;麦哲伦;陈;可颂;梅尔;上海警方,4610466;35558489;819365;402514;1030612;1213708;8617107,1018,203,0,4630,0,13535,307,2894,124424,2,0,无,无,无
1676485296,351866312,1005637225,503887464,现在的年轻人都这么吃饭吗？,姜叔贼萌,1676256378,1676256379,147,-,美食测评,213,4,美食;吃播;生活记录;干饭人,20215;1102683;1057109;17217026,516,744,0,964,0,31869,1094,488,521783,1,0,无,无,无
1676485304,949475777,1009326814,804329,【星际老男孩】Oliveira:《野战》MV重制版,羊驼观光团长,1676470500,1676463507,234,"应大家的呼声重制了这一版MV
为新人皇的登基献礼！
主创：@卡泽兰 @Magic华亿 @羊驼观光团长 
同时也感谢 @伟伟17 的填词创意",单机游戏,17,9,电子竞技;ESL;星际老男孩;星际争霸2;Oliveira;IEM;scboy;time;李培楠,62526;55509;155235;3531;15494393;100608;2549858;2557470;7067828,4343,203,0,1383,0,6618,330,440,52892,1,1,无,无,无
1676485309,479376602,1009363015,542507083,带俄罗斯媳妇游历千年古寺  哒莎：这就是我想象中中国的样子,贝加尔阿楠,1676463953,1676463953,440,带俄罗斯媳妇游历中国千年古寺 哒莎：这就是我想象中中国的样子,出行,250,10,俄罗斯;生活记录;歪果仁;战斗民族;中国;记录;古寺;俄罗斯媳妇;跟着UP主出行看世界;新春出行游园会,3189;1057109;322082;774;1652;37366;650060;6432712;28022174;33323205,2904,1442,0,545,0,14164,669,114,156913,1,0,无,无,无
1676485317,864102491,999972258,626297715,那一晚后，天下谁人不识君！,荒草音乐,1675918637,1675918638,192,那一晚后，天下谁人不识君！,明星综合,137,11,经典;赵本山;影视剪辑;小沈阳;春晚;吐槽;小品;不差钱;超级明星;星动安利大作战;影娱新春游园会,1296;32811;318570;11773;3569;792;13848;903959;321771;26308301;33364628,673,312,0,1883,0,21869,899,150,534310,1,0,无,无,无
1676485325,991875289,1009130646,16720403,PURPLE KISS最新回归曲Sweet Juice MV公开,pcyxjy,1676453877,1676453877,278,yt,MV,193,1,PURPLE KISS,15776576,1304,734,0,3903,0,10990,1941,4189,125473,2,0,无,无,无
1676485333,694462209,1009303703,353609978,裤衩子都被我骗出来了！,撸sir兰陵君,1676460950,1676460950,261,"每晚在哔哩哔哩直播捏
感谢大家的三连捏",手机游戏,172,12,手机游戏;王者荣耀;电子竞技;搞笑;手游;搞笑视频;下饭;娱乐;兰陵王;精彩集锦;MOBA;元歌,3007;1404375;62526;1833;257974;69347;13451;3221;283301;66406;254029;7295336,2698,634,0,751,0,15849,274,158,126897,1,0,无,无,无
1676485338,906865446,1008036629,3493076477676368,在冬季收获洋甘菊并罐装保存,阿丽莎的乡野生活,1676384555,1676384555,558,喜欢请一键三连哦，情人节快乐~~~,美食制作,76,5,美食;生活记录;田园;保存;种植,20215;1057109;305602;228029;216307,1460,473,0,4131,0,9658,442,1208,166928,1,0,无,无,无
1676485344,309210209,1004058918,3461563147094911,【实战】传统文化 中华文明 可失财，不可失礼,郭大侠__,1676157929,1676157929,64,"求个三连，谢谢支持。
传统文化 中华文明 可失财，不可失礼",日常,21,8,人文;文化;传统文化;中国风;传统;原创;中国;我的2023新年记忆,40737;4541;75751;8562;90740;536;1652;33701320,2279,287,0,3794,0,67408,627,254,723743,1,0,无,无,无
1676485353,991993157,1008566268,254584639,日本工人最爱的巨大盒饭，分量离谱还买二送一？！,油头四六分,1676431567,1676431567,181,-,美食侦探,212,12,美食;日本料理;日本;日本美食;街头美食;日本留学;盒饭;贫民窟;路边摊;日本生活;跟着UP主出行看世界;新春出行游园会,20215;47282;860;289587;1139423;328981;235086;203909;1138007;604959;28022174;33323205,1412,557,0,1022,0,15394,670,452,202256,1,0,无,无,无
1676485359,566875212,1009165423,480662886,【广州正佳万豪酒店】168元 茶点自助（2023版）,陈随便778,1676455758,1676455759,1508,,美食侦探,212,10,美食;早茶;自助餐;自助;广州美食;广州;探店;广东美食;“遇见你，怦然心动”2023情人节活动;情人节美食记录,20215;406635;58184;198472;75781;6759;1469519;1592059;35076622;35523308,2706,1710,0,645,0,8381,737,822,118610,1,0,万豪酒店粤菜餐厅,,万豪酒店粤菜餐厅
1676485368,864361891,1007134748,31279394,李培楠夺冠有多Diao？中国电竞终于补完了最重要的一款拼图。【电子竞技04】星际争霸番外,魏不少,1676345365,1676345365,483,"求求观众老爷们点个免费的赞吧！求赞赞赞！！
基本一夜没睡，从昨晚10点肝出了这期视频，这个视频做的我酣畅淋漓，太爽了，希望以后多来点这种惊喜。
李培楠，牛逼！！！！！",电子竞技,171,10,电子竞技;世界冠军;星际争霸;夺冠;中国电竞;IEM;即时战略;职业选手;李培楠;李培楠获得星际世界冠军,62526;26343;112;161375;361743;100608;22999;79792;7067828;35472261,2292,1371,0,1223,0,9587,840,1569,272846,1,0,无,无,无
1676485376,566773031,1005086437,19319172,试用了集合ChatGPT的Bing搜索后，感觉潘多拉魔盒已经打开了【差评君】,差评君,1676211669,1676211669,457,"ChatGPT更厉害！我试了ChatGPT版的Bing搜索，决定再也不传统搜索引擎了...

我们在公众号差评同样写了New Bing的首发测试图文版，例子全部亲测，有条件的小伙伴也可以去和bing互动下~",软件应用,230,8,搜索;人工智能;微软;AI;搜索引擎;互联网;bing;new bing,187000;46183;6615;54148;595841;23901;2884564;35279623,23631,5326,0,29594,22,67427,5295,49453,1249161,1,0,无,无,无
1676485389,821992463,1009302783,37563879,热知识：“只要是女生稍微打扮一下都会很好看！”,王七四-,1676460768,1676460768,243,"babe 们！俺回来啦～
废话不多说～春季穿搭强势发布！
这个春天想变时尚的美眉们你们有福啦～
谢谢老铁们一直以来的支持～ 
爱你们～
如果老铁们喜欢这期视频的话就帮俺一箭三连～
宁的三连鼓励是俺靓女更新的十分动力～
爱你们～么么么么么哒～",穿搭,158,11,服饰;美妆;女生;穿搭;种草;逆袭;沙雕;衣服;春季穿搭;普通人变美指南（新年版）;普通人变美指南,313718;832569;2045;1139735;1128093;42009;421428;84965;1669537;33365922;33365923,2600,899,0,1351,0,14205,576,543,107863,1,0,无,无,无
1676485398,609306979,1006050594,350456040,这不比谍战大片有意思？,虎牙龙斯基,1676275496,1676275496,153,-,电子竞技,171,7,电子竞技;英雄联盟;B站小剧场;搞笑;龙斯基;必剪创作;B站小剧场·新春放映会,62526;9222;17655328;1833;10119960;15775524;33421257,2521,254,0,1553,0,37466,287,1880,347281,1,0,无,无,无
1676485404,524160262,1001740751,1670114986,最粗爆魔术揭秘,阿杰魔术吖,1676017863,1676017863,73,-,搞笑,138,1,一起看魔术,30660943,538,27,0,3406,0,17677,102,86,429844,1,0,无,无,无
1676485407,524218653,1003644144,474172866,比万宁象棋还要离谱但又很平衡,鹿头小僵,1676124704,1676124704,226,-,桌游棋牌,173,6,桌游棋牌;中国象棋;万宁象棋;卡牌游戏;象棋;必剪创作,3023780;370307;21870398;116267;84657;15775524,1750,1749,0,8166,0,51769,889,22381,933711,1,0,无,无,无
